# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 24 19:39:48 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_steff,koi_srad
9574614,K01745.01,,CANDIDATE,0.982090079,,,,
8197343,K01746.01,Kepler-946 b,CONFIRMED,11.791612340,,,,
7032421,K01747.01,,FALSE POSITIVE,20.558483880,,,,
7032421,K01747.02,,FALSE POSITIVE,0.566833990,,,,
7593110,K01748.01,,FALSE POSITIVE,3.549386251,,,,
6786348,K01749.01,Kepler-947 b,CONFIRMED,26.964501000,,,,
6209677,K01750.01,Kepler-948 b,CONFIRMED,7.768456390,,,,
6209677,K01750.02,,CANDIDATE,2.537421640,,,,
9729691,K01751.01,Kepler-949 b,CONFIRMED,8.689301216,,,,
9729691,K01751.02,,CANDIDATE,20.997579680,,,,
8127586,K01752.01,,FALSE POSITIVE,16.609490400,,,,
4950232,K01753.01,,FALSE POSITIVE,0.979442525,,,,
8651389,K01754.01,,CANDIDATE,15.135904530,,,,
5302006,K01755.01,,FALSE POSITIVE,6.146312070,,,,
4851464,K01757.01,,FALSE POSITIVE,5.548250634,,,,
6705142,K01758.01,,CANDIDATE,5.597282490,,,,
3248019,K01759.01,,FALSE POSITIVE,1.334104585,,,,
3967760,K01760.01,Kepler-317 b,CONFIRMED,5.524186250,,,,
3967760,K01760.02,Kepler-317 c,CONFIRMED,8.775147820,,,,
4067336,K01761.01,,FALSE POSITIVE,10.127422740,,,,
5387843,K01762.01,,FALSE POSITIVE,0.870693883,,,,
10491044,K01763.01,,FALSE POSITIVE,2.199063800,,,,
11904734,K01764.01,,CANDIDATE,12.681733929,,,,
8043714,K01765.01,,FALSE POSITIVE,6.814984472,,,,
3654950,K01766.01,,FALSE POSITIVE,4.067371428,,,,
8223328,K01767.01,,FALSE POSITIVE,35.516192190,,,,
4150390,K01768.01,,FALSE POSITIVE,55.251786220,,,,
8444552,K01769.01,,FALSE POSITIVE,0.589049151,,,,
7918217,K01770.01,,FALSE POSITIVE,63.935496500,,,,
11342573,K01771.01,,FALSE POSITIVE,91.056419080,,,,
3345675,K01772.01,,CANDIDATE,120.003364040,,,,
10153011,K01773.01,,CANDIDATE,83.097080210,,,,
11285136,K01774.01,,FALSE POSITIVE,2.368173896,,,,
4913000,K01775.01,,FALSE POSITIVE,4.442520831,,,,
8453214,K01776.01,,FALSE POSITIVE,5.776767320,,,,
5110423,K01777.01,,FALSE POSITIVE,2.685223546,,,,
5444384,K01778.01,,FALSE POSITIVE,1.519529227,,,,
9909735,K01779.01,Kepler-318 b,CONFIRMED,4.662719020,,,,
9909735,K01779.02,Kepler-318 c,CONFIRMED,11.815017400,,,,
5450814,K01780.01,,FALSE POSITIVE,6.487525901,,,,
11551692,K01781.01,Kepler-411 c,CONFIRMED,7.834433676,,,,
11551692,K01781.02,Kepler-411 b,CONFIRMED,3.005156911,,,,
11551692,K01781.03,Kepler-411 d,CONFIRMED,58.019858300,,,,
8678664,K01782.01,,FALSE POSITIVE,15.420409367,,,,
10005758,K01783.01,,CANDIDATE,134.478518900,,,,
10005758,K01783.02,,CANDIDATE,284.063137000,,,,
10158418,K01784.01,,CANDIDATE,5.007414194,,,,
9366989,K01785.01,,FALSE POSITIVE,1.219034472,,,,
3128793,K01786.01,,FALSE POSITIVE,24.686623780,,,,
5864975,K01787.01,Kepler-950 b,CONFIRMED,98.717933200,,,,
2975770,K01788.01,Kepler-951 b,CONFIRMED,71.525439380,,,,
2975770,K01788.02,,CANDIDATE,369.069345000,,,,
5565497,K01789.01,,FALSE POSITIVE,1.412526202,,,,
6504954,K01790.01,Kepler-952 b,CONFIRMED,130.354392900,,,,
4144231,K01791.01,,FALSE POSITIVE,22.913390430,,,,
8552719,K01792.01,Kepler-953 b,CONFIRMED,88.406787180,,,,
8552719,K01792.02,,FALSE POSITIVE,1.546222068,,,,
8552719,K01792.03,Kepler-953 c,CONFIRMED,9.109693340,,,,
5731623,K01793.01,,CANDIDATE,3.261759866,,,,
6153672,K01794.01,,FALSE POSITIVE,3.364425589,,,,
9674608,K01795.01,,FALSE POSITIVE,2.972047661,,,,
10019399,K01796.01,,FALSE POSITIVE,11.805707539,,,,
10676014,K01797.01,Kepler-954 b,CONFIRMED,16.781757880,,,,
6867766,K01798.01,,FALSE POSITIVE,12.964717746,,,,
6058614,K01799.01,,FALSE POSITIVE,1.731079436,,,,
11017901,K01800.01,Kepler-447 b,CONFIRMED,7.794302043,,,,
5088591,K01801.01,Kepler-955 b,CONFIRMED,14.532448300,,,,
11298298,K01802.01,Kepler-956 b,CONFIRMED,5.248667607,,,,
4349442,K01803.01,,CANDIDATE,4.539297295,,,,
4349442,K01803.02,,FALSE POSITIVE,12.720298433,,,,
4349442,K01803.03,,FALSE POSITIVE,6.238315363,,,,
11187436,K01804.01,Kepler-957 b,CONFIRMED,5.907414760,,,,
4644952,K01805.01,Kepler-319 c,CONFIRMED,6.941358240,,,,
4644952,K01805.02,Kepler-319 d,CONFIRMED,31.782111700,,,,
4644952,K01805.03,Kepler-319 b,CONFIRMED,4.362732330,,,,
9529744,K01806.01,,FALSE POSITIVE,2.404556949,,,,
9529744,K01806.02,Kepler-320 c,CONFIRMED,17.934660600,,,,
9529744,K01806.03,Kepler-320 b,CONFIRMED,8.371595540,,,,
10614012,K01807.01,,FALSE POSITIVE,132.133101100,,,,
7761918,K01808.01,,CANDIDATE,89.193573700,,,,
8240797,K01809.01,Kepler-321 c,CONFIRMED,13.093909110,,,,
8240797,K01809.02,Kepler-321 b,CONFIRMED,4.915385452,,,,
8164262,K01810.01,,FALSE POSITIVE,87.455958000,,,,
3966262,K01811.01,,FALSE POSITIVE,2.463533430,,,,
6279974,K01812.01,,FALSE POSITIVE,0.805259257,,,,
9455325,K01813.01,Kepler-958 b,CONFIRMED,9.767859110,,,,
5621125,K01814.01,Kepler-959 b,CONFIRMED,14.800750820,,,,
9872283,K01815.01,Kepler-960 b,CONFIRMED,3.126861192,,,,
9872283,K01815.02,,CANDIDATE,1.746100570,,,,
8624520,K01816.01,,CANDIDATE,10.240611361,,,,
7918172,K01817.01,,FALSE POSITIVE,63.934965000,,,,
7870032,K01818.01,Kepler-961 b,CONFIRMED,16.877257750,,,,
9597058,K01819.01,Kepler-962 b,CONFIRMED,12.057056590,,,,
8277797,K01820.01,Kepler-322 c,CONFIRMED,4.337220070,,,,
8277797,K01820.02,Kepler-322 b,CONFIRMED,1.653889476,,,,
8832512,K01821.01,Kepler-963 b,CONFIRMED,9.976820720,,,,
5124667,K01822.01,,CANDIDATE,150.878319800,,,,
10092312,K01823.01,,FALSE POSITIVE,4.468456599,,,,
10092312,K01823.02,,FALSE POSITIVE,1.096587245,,,,
2989404,K01824.01,Kepler-323 c,CONFIRMED,3.553831111,,,,
2989404,K01824.02,Kepler-323 b,CONFIRMED,1.678326300,,,,
5375194,K01825.01,Kepler-964 b,CONFIRMED,13.522523640,,,,
6468138,K01826.01,Kepler-965 b,CONFIRMED,134.252047400,,,,
10031707,K01827.01,,FALSE POSITIVE,8.589668930,,,,
11875734,K01828.01,Kepler-966 b,CONFIRMED,99.746880400,,,,
7697568,K01829.01,,FALSE POSITIVE,22.841562930,,,,
7697568,K01829.02,,FALSE POSITIVE,10.348211200,,,,
3326377,K01830.01,Kepler-967 b,CONFIRMED,13.227140560,,,,
3326377,K01830.02,Kepler-967 c,CONFIRMED,198.710625100,,,,
11601584,K01831.01,Kepler-324 c,CONFIRMED,51.809827600,,,,
11601584,K01831.02,Kepler-324 b,CONFIRMED,4.385364280,,,,
11601584,K01831.03,,CANDIDATE,34.205785079,,,,
11601584,K01831.04,,CANDIDATE,13.979450550,,,,
11709244,K01832.01,Kepler-325 b,CONFIRMED,4.544436472,,,,
11709244,K01832.02,Kepler-325 c,CONFIRMED,12.762205580,,,,
11709244,K01832.03,Kepler-325 d,CONFIRMED,38.714961700,,,,
11853878,K01833.01,Kepler-968 b,CONFIRMED,3.692986230,,,,
11853878,K01833.02,,CANDIDATE,7.684333460,,,,
11853878,K01833.03,Kepler-968 c,CONFIRMED,5.709407950,,,,
5802478,K01834.01,,FALSE POSITIVE,3.791882340,,,,
9471268,K01835.01,Kepler-326 c,CONFIRMED,4.580346161,,,,
9471268,K01835.02,Kepler-326 b,CONFIRMED,2.248288213,,,,
9471268,K01835.03,Kepler-326 d,CONFIRMED,6.766907590,,,,
5389540,K01836.01,,FALSE POSITIVE,10.262319920,,,,
10657406,K01837.01,Kepler-969 b,CONFIRMED,34.173215600,,,,
10657406,K01837.02,Kepler-969 c,CONFIRMED,1.682934607,,,,
5526527,K01838.01,Kepler-970 b,CONFIRMED,16.736475500,,,,
5856571,K01839.01,Kepler-971 b,CONFIRMED,9.590685860,,,,
5856571,K01839.02,,CANDIDATE,80.410378300,,,,
7765528,K01840.01,Kepler-972 b,CONFIRMED,7.039329130,,,,
7765528,K01840.02,,CANDIDATE,9.388821600,,,,
11760231,K01841.01,Kepler-973 b,CONFIRMED,49.607577100,,,,
7779077,K01842.01,,CANDIDATE,16.841833550,,,,
5080636,K01843.01,Kepler-974 b,CONFIRMED,4.194496867,,,,
5080636,K01843.02,,CANDIDATE,6.355856820,,,,
8892721,K01844.01,,FALSE POSITIVE,61.491341500,,,,
3338885,K01845.01,Kepler-975 b,CONFIRMED,1.970340203,,,,
3338885,K01845.02,,CANDIDATE,5.058213380,,,,
9886255,K01846.01,Kepler-976 b,CONFIRMED,105.956681500,,,,
6776401,K01847.01,Kepler-977 b,CONFIRMED,26.853236470,,,,
7430034,K01848.01,Kepler-978 b,CONFIRMED,49.622066900,,,,
9735426,K01849.01,Kepler-979 b,CONFIRMED,8.088016630,,,,
8826168,K01850.01,Kepler-980 b,CONFIRMED,11.551038480,,,,
10464050,K01851.01,Kepler-981 b,CONFIRMED,4.469754641,,,,
9763348,K01852.01,Kepler-982 b,CONFIRMED,15.773827940,,,,
8804397,K01853.01,Kepler-983 b,CONFIRMED,60.085384800,,,,
9662811,K01854.01,Kepler-984 b,CONFIRMED,43.034336400,,,,
5992270,K01855.01,,FALSE POSITIVE,58.430264800,,,,
11570749,K01856.01,,CANDIDATE,46.299105200,,,,
11297236,K01857.01,,CANDIDATE,88.644001500,,,,
8160953,K01858.01,Kepler-985 b,CONFIRMED,116.331173900,,,,
8160953,K01858.02,,CANDIDATE,86.049055000,,,,
8625821,K01859.01,,FALSE POSITIVE,45.396838500,,,,
4157325,K01860.01,Kepler-416 b,CONFIRMED,6.319435530,,,,
4157325,K01860.02,Kepler-416 c,CONFIRMED,12.209517550,,,,
4157325,K01860.03,,CANDIDATE,3.076447090,,,,
4157325,K01860.04,,CANDIDATE,24.843483700,,,,
3648437,K01861.01,,CANDIDATE,17.504417260,,,,
7286173,K01862.01,Kepler-986 b,CONFIRMED,56.434993300,,,,
11126381,K01863.01,,CANDIDATE,33.788802800,,,,
4149450,K01864.01,,CANDIDATE,3.215109385,,,,
9115681,K01865.01,,FALSE POSITIVE,1.863908860,,,,
9520838,K01866.01,Kepler-987 b,CONFIRMED,105.303509300,,,,
8167996,K01867.01,Kepler-327 b,CONFIRMED,2.549562652,,,,
8167996,K01867.02,Kepler-327 d,CONFIRMED,13.969501810,,,,
8167996,K01867.03,Kepler-327 c,CONFIRMED,5.212301710,,,,
6773862,K01868.01,Kepler-988 b,CONFIRMED,17.760765240,,,,
8009496,K01869.01,,FALSE POSITIVE,38.476945700,,,,
10187159,K01870.01,Kepler-989 b,CONFIRMED,7.964314920,,,,
9758089,K01871.01,,CANDIDATE,92.729724800,,,,
9758089,K01871.02,,CANDIDATE,32.376183000,,,,
9883311,K01872.01,,CANDIDATE,30.523145900,,,,
4939346,K01873.01,Kepler-328 c,CONFIRMED,71.311659800,,,,
4939346,K01873.02,Kepler-328 b,CONFIRMED,34.916839900,,,,
8978528,K01874.01,Kepler-329 c,CONFIRMED,18.684837700,,,,
8978528,K01874.02,Kepler-329 b,CONFIRMED,7.416347010,,,,
9967771,K01875.01,Kepler-990 b,CONFIRMED,9.917242680,,,,
9967771,K01875.02,Kepler-990 c,CONFIRMED,0.538354070,,,,
11622600,K01876.01,Kepler-991 b,CONFIRMED,82.534118800,,,,
10454632,K01877.01,Kepler-992 b,CONFIRMED,20.160378580,,,,
3098810,K01878.01,,CANDIDATE,40.809573430,,,,
8367644,K01879.01,Kepler-993 b,CONFIRMED,22.085515990,,,,
10332883,K01880.01,Kepler-994 b,CONFIRMED,1.151166776,,,,
4035640,K01881.01,Kepler-995 b,CONFIRMED,28.267273850,,,,
6205228,K01882.01,Kepler-996 b,CONFIRMED,3.770590654,,,,
11758544,K01883.01,Kepler-997 b,CONFIRMED,2.707306400,,,,
4851530,K01884.01,,CANDIDATE,23.117072220,,,,
4851530,K01884.02,,CANDIDATE,4.775021170,,,,
11413812,K01885.01,Kepler-998 b,CONFIRMED,5.653781630,,,,
9549648,K01886.01,Kepler-999 b,CONFIRMED,5.991858270,,,,
10965740,K01887.01,,FALSE POSITIVE,21.787690870,,,,
10063802,K01888.01,Kepler-1000 b,CONFIRMED,120.018355100,,,,
11074178,K01889.01,Kepler-1001 b,CONFIRMED,14.305175790,,,,
11074178,K01889.02,,CANDIDATE,9.181891220,,,,
7449136,K01890.01,Kepler-1002 b,CONFIRMED,4.336435060,,,,
8680979,K01891.01,Kepler-330 c,CONFIRMED,15.955419130,,,,
8680979,K01891.02,Kepler-330 b,CONFIRMED,8.259803520,,,,
9030537,K01892.01,,CANDIDATE,62.561387900,,,,
8689793,K01893.01,Kepler-1003 b,CONFIRMED,3.554856338,,,,
11673802,K01894.01,Kepler-1004 b,CONFIRMED,5.287907540,,,,
4263293,K01895.01,Kepler-331 b,CONFIRMED,8.457466360,,,,
4263293,K01895.02,Kepler-331 c,CONFIRMED,17.281169570,,,,
4263293,K01895.03,Kepler-331 d,CONFIRMED,32.134001400,,,,
10294613,K01896.01,,FALSE POSITIVE,1.854493861,,,,
5695524,K01897.01,,CANDIDATE,59.771143300,,,,
7668663,K01898.01,Kepler-1005 b,CONFIRMED,6.498014700,,,,
7047922,K01899.01,Kepler-1006 b,CONFIRMED,19.761692470,,,,
7047922,K01899.02,,CANDIDATE,10.522637400,,,,
9353314,K01900.01,Kepler-1007 b,CONFIRMED,5.184989610,,,,
3629967,K01901.01,,CANDIDATE,85.654247600,,,,
5809954,K01902.01,,FALSE POSITIVE,137.864588100,,,,
3836453,K01903.01,,FALSE POSITIVE,1.540395781,,,,
8766650,K01904.01,Kepler-1008 b,CONFIRMED,12.439294280,,,,
10328393,K01905.01,Kepler-332 b,CONFIRMED,7.626354940,,,,
10328393,K01905.02,Kepler-332 c,CONFIRMED,15.995603730,,,,
10328393,K01905.03,Kepler-332 d,CONFIRMED,34.211502200,,,,
11773328,K01906.01,,CANDIDATE,8.710442022,,,,
7094486,K01907.01,Kepler-1009 b,CONFIRMED,11.350106420,,,,
5706966,K01908.01,Kepler-333 b,CONFIRMED,12.551110990,,,,
5706966,K01908.02,Kepler-333 c,CONFIRMED,24.088417800,,,,
10130039,K01909.01,Kepler-334 c,CONFIRMED,12.758000920,,,,
10130039,K01909.02,Kepler-334 b,CONFIRMED,5.470333760,,,,
10130039,K01909.03,Kepler-334 d,CONFIRMED,25.098508300,,,,
8226050,K01910.01,Kepler-1010 b,CONFIRMED,34.268574100,,,,
8226050,K01910.02,,CANDIDATE,18.384833100,,,,
9965957,K01911.01,Kepler-1011 b,CONFIRMED,5.753215390,,,,
3952651,K01912.01,,FALSE POSITIVE,32.904573300,,,,
9704384,K01913.01,Kepler-1012 b,CONFIRMED,5.508606990,,,,
8426567,K01914.01,Kepler-1013 b,CONFIRMED,18.930551190,,,,
9101496,K01915.01,Kepler-335 b,CONFIRMED,6.562264830,,,,
9101496,K01915.02,Kepler-335 c,CONFIRMED,67.844689000,,,,
6037581,K01916.01,Kepler-336 d,CONFIRMED,20.678763650,,,,
6037581,K01916.02,Kepler-336 c,CONFIRMED,9.599932460,,,,
6037581,K01916.03,Kepler-336 b,CONFIRMED,2.024820500,,,,
10074466,K01917.01,,CANDIDATE,35.011908750,,,,
7369865,K01918.01,,FALSE POSITIVE,42.262593500,,,,
8127607,K01919.01,,FALSE POSITIVE,16.609738430,,,,
8218379,K01920.01,Kepler-1014 b,CONFIRMED,16.570992650,,,,
8218379,K01920.02,,CANDIDATE,10.138469100,,,,
7755636,K01921.01,Kepler-1015 b,CONFIRMED,16.004966570,,,,
9411166,K01922.01,Kepler-1016 b,CONFIRMED,1.954525966,,,,
9411166,K01922.02,,CANDIDATE,15.095213230,,,,
9411166,K01922.03,Kepler-1016 c,CONFIRMED,105.655265100,,,,
4989057,K01923.01,Kepler-1017 b,CONFIRMED,7.234003810,,,,
5108214,K01924.01,,FALSE POSITIVE,2.119130050,,,,
9955598,K01925.01,Kepler-409 b,CONFIRMED,68.958447000,,,,
10230571,K01926.01,,FALSE POSITIVE,123.114947730,,,,
7219761,K01927.01,,FALSE POSITIVE,47.763977280,,,,
5770074,K01928.01,,CANDIDATE,63.038036600,,,,
10136549,K01929.01,Kepler-337 c,CONFIRMED,9.693150230,,,,
10136549,K01929.02,Kepler-337 b,CONFIRMED,3.292767970,,,,
5511081,K01930.01,Kepler-338 b,CONFIRMED,13.727103340,,,,
5511081,K01930.02,Kepler-338 c,CONFIRMED,24.311003100,,,,
5511081,K01930.03,Kepler-338 d,CONFIRMED,44.430405900,,,,
5511081,K01930.04,Kepler-338 e,CONFIRMED,9.341459250,,,,
10978763,K01931.01,Kepler-339 b,CONFIRMED,4.977604470,,,,
10978763,K01931.02,Kepler-339 d,CONFIRMED,10.558404790,,,,
10978763,K01931.03,Kepler-339 c,CONFIRMED,6.988009530,,,,
5202905,K01932.01,Kepler-340 c,CONFIRMED,22.824514400,,,,
5202905,K01932.02,Kepler-340 b,CONFIRMED,14.844483600,,,,
9072190,K01933.01,Kepler-1018 b,CONFIRMED,49.101109300,,,,
4242147,K01934.01,,CANDIDATE,28.782709550,,,,
5396122,K01935.01,,FALSE POSITIVE,15.444288750,,,,
4945877,K01936.01,,FALSE POSITIVE,1.339670241,,,,
10190777,K01937.01,Kepler-1019 b,CONFIRMED,1.411230023,,,,
9651234,K01938.01,Kepler-1020 b,CONFIRMED,96.915170700,,,,
7045496,K01939.01,Kepler-1021 b,CONFIRMED,13.474727420,,,,
10005788,K01940.01,Kepler-1022 b,CONFIRMED,10.994708910,,,,
10005788,K01940.02,,CANDIDATE,6.736797320,,,,
5213902,K01941.01,,FALSE POSITIVE,1.194812329,,,,
2832589,K01942.01,,CANDIDATE,10.849694770,,,,
2832589,K01942.02,,CANDIDATE,2.433703498,,,,
7810483,K01943.01,,CANDIDATE,29.922081040,,,,
2438513,K01944.01,,CANDIDATE,12.184200060,,,,
2438513,K01944.02,,FALSE POSITIVE,8.360675900,,,,
11656918,K01945.01,Kepler-1023 b,CONFIRMED,62.138597900,,,,
11656918,K01945.02,,CANDIDATE,17.118103600,,,,
10844890,K01946.01,,CANDIDATE,8.294828110,,,,
12253474,K01947.01,,CANDIDATE,6.422943288,,,,
9536692,K01948.01,,FALSE POSITIVE,26.635216000,,,,
3122985,K01949.01,,FALSE POSITIVE,0.993488979,,,,
3118797,K01950.01,Kepler-1024 b,CONFIRMED,66.415978900,,,,
8081187,K01951.01,Kepler-1025 b,CONFIRMED,37.322872200,,,,
7747425,K01952.01,Kepler-341 c,CONFIRMED,8.010392900,,,,
7747425,K01952.02,Kepler-341 d,CONFIRMED,27.666637500,,,,
7747425,K01952.03,Kepler-341 b,CONFIRMED,5.195593980,,,,
7747425,K01952.04,Kepler-341 e,CONFIRMED,42.472907800,,,,
8652999,K01953.01,,FALSE POSITIVE,15.160166000,,,,
9468717,K01954.01,,FALSE POSITIVE,7.373392450,,,,
9892816,K01955.01,Kepler-342 b,CONFIRMED,15.170269210,,,,
9892816,K01955.02,Kepler-342 d,CONFIRMED,39.457622800,,,,
9892816,K01955.03,Kepler-342 e,CONFIRMED,1.644221032,,,,
9892816,K01955.04,Kepler-342 c,CONFIRMED,26.234744700,,,,
5730389,K01956.01,,FALSE POSITIVE,2.759573341,,,,
10028352,K01957.01,,CANDIDATE,1.386802290,,,,
10028352,K01957.02,,FALSE POSITIVE,1.751478970,,,,
9836149,K01958.01,Kepler-66 b,CONFIRMED,17.815968900,,,,
4813563,K01959.01,Kepler-1026 b,CONFIRMED,36.515763900,,,,
6949061,K01960.01,Kepler-343 b,CONFIRMED,8.968470340,,,,
6949061,K01960.02,Kepler-343 c,CONFIRMED,23.221811500,,,,
7269493,K01961.01,Kepler-1027 b,CONFIRMED,1.907810683,,,,
7269493,K01961.02,,FALSE POSITIVE,76.642481000,,,,
5513648,K01962.01,,CANDIDATE,32.858625710,,,,
10917681,K01963.01,,CANDIDATE,12.896235540,,,,
7887791,K01964.01,,CANDIDATE,2.229326354,,,,
11657891,K01965.01,Kepler-1028 b,CONFIRMED,2.514628496,,,,
9973855,K01966.01,,FALSE POSITIVE,2.956005630,,,,
6205897,K01967.01,Kepler-1029 b,CONFIRMED,4.417692516,,,,
7948784,K01968.01,,CANDIDATE,10.087445560,,,,
9244756,K01969.01,,CANDIDATE,16.343559020,,,,
9650808,K01970.01,Kepler-344 b,CONFIRMED,21.964016460,,,,
9650808,K01970.02,Kepler-344 c,CONFIRMED,125.602323000,,,,
9347009,K01971.01,Kepler-1030 b,CONFIRMED,19.329456020,,,,
11253711,K01972.01,,CANDIDATE,17.791086670,,,,
11253711,K01972.02,Kepler-1031 b,CONFIRMED,1.226223959,,,,
4917596,K01973.01,Kepler-1032 b,CONFIRMED,3.290114076,,,,
7289577,K01974.01,,CANDIDATE,109.445059700,,,,
8543100,K01975.01,Kepler-1033 b,CONFIRMED,7.560522090,,,,
2693736,K01976.01,Kepler-1034 b,CONFIRMED,12.124017370,,,,
9412760,K01977.01,Kepler-345 c,CONFIRMED,9.387406460,,,,
9412760,K01977.02,Kepler-345 b,CONFIRMED,7.415564710,,,,
9518318,K01978.01,Kepler-346 b,CONFIRMED,6.511123850,,,,
9518318,K01978.02,Kepler-346 c,CONFIRMED,23.851633210,,,,
7273277,K01979.01,Kepler-1035 b,CONFIRMED,2.714078374,,,,
11769890,K01980.01,Kepler-1036 b,CONFIRMED,122.879954300,,,,
10153855,K01981.01,Kepler-1037 b,CONFIRMED,1.063788610,,,,
6862721,K01982.01,,CANDIDATE,4.887531110,,,,
12691412,K01983.01,,FALSE POSITIVE,6.905223170,,,,
10094670,K01984.01,,CANDIDATE,22.064020000,,,,
8142942,K01985.01,,CANDIDATE,5.756245244,,,,
8257205,K01986.01,Kepler-1038 b,CONFIRMED,148.460181900,,,,
8257205,K01986.02,,CANDIDATE,7.127664170,,,,
2021440,K01987.01,,FALSE POSITIVE,7.811539990,,,,
9044228,K01988.01,Kepler-1039 b,CONFIRMED,0.934885365,,,,
10779233,K01989.01,Kepler-1040 b,CONFIRMED,201.118319000,,,,
11614617,K01990.01,Kepler-1041 b,CONFIRMED,24.757765200,,,,
5306720,K01991.01,,FALSE POSITIVE,27.364323370,,,,
11450414,K01992.01,Kepler-347 b,CONFIRMED,12.798317400,,,,
11450414,K01992.02,Kepler-347 c,CONFIRMED,27.321424200,,,,
11450414,K01992.03,,CANDIDATE,85.517344000,,,,
9042357,K01993.01,,FALSE POSITIVE,16.003516790,,,,
3328026,K01994.01,,FALSE POSITIVE,2.115498574,,,,
5942093,K01995.01,,FALSE POSITIVE,14.387247290,,,,
4736569,K01996.01,Kepler-1042 b,CONFIRMED,10.132005550,,,,
4736569,K01996.02,,CANDIDATE,7.073945280,,,,
10384798,K01997.01,Kepler-1043 b,CONFIRMED,38.505224000,,,,
9834040,K01998.01,Kepler-1044 b,CONFIRMED,6.774089840,,,,
10616415,K01999.01,,FALSE POSITIVE,1.120646438,,,,
8802693,K02000.01,Kepler-1045 b,CONFIRMED,26.410441990,,,,
6061773,K02001.01,,CANDIDATE,8.277457640,,,,
10024701,K02002.01,Kepler-1046 b,CONFIRMED,14.375045820,,,,
9851271,K02003.01,,FALSE POSITIVE,8.480312290,,,,
12154526,K02004.01,Kepler-1047 b,CONFIRMED,56.188643600,,,,
12154526,K02004.02,Kepler-1047 c,CONFIRMED,3.188990150,,,,
12154526,K02004.03,,CANDIDATE,1.721100570,,,,
6665512,K02005.01,Kepler-1048 b,CONFIRMED,6.921014520,,,,
10525027,K02006.01,Kepler-1049 b,CONFIRMED,3.273447840,,,,
11069176,K02007.01,Kepler-1050 b,CONFIRMED,15.378901400,,,,
11069176,K02007.02,Kepler-1050 c,CONFIRMED,21.128565500,,,,
8098728,K02008.01,,FALSE POSITIVE,24.485117800,,,,
2449431,K02009.01,,CANDIDATE,86.749080700,,,,
5631630,K02010.01,Kepler-1051 b,CONFIRMED,25.961900670,,,,
5384079,K02011.01,Kepler-348 b,CONFIRMED,7.056751450,,,,
5384079,K02011.02,Kepler-348 c,CONFIRMED,17.265365900,,,,
9839821,K02012.01,Kepler-1052 b,CONFIRMED,34.853690300,,,,
9839821,K02012.02,,CANDIDATE,180.921729000,,,,
4056616,K02013.01,Kepler-1053 b,CONFIRMED,2.414348680,,,,
6707908,K02014.01,,FALSE POSITIVE,2.466070972,,,,
11298815,K02015.01,,FALSE POSITIVE,5.738659330,,,,
8492026,K02016.01,Kepler-1054 b,CONFIRMED,4.306563890,,,,
8750043,K02017.01,Kepler-1055 b,CONFIRMED,2.295035150,,,,
9973109,K02018.01,Kepler-1056 b,CONFIRMED,27.495634000,,,,
9973109,K02018.02,,CANDIDATE,16.098829400,,,,
6226290,K02019.01,Kepler-1057 b,CONFIRMED,14.088264420,,,,
9349482,K02020.01,Kepler-1058 b,CONFIRMED,110.964370600,,,,
6356207,K02021.01,Kepler-1059 b,CONFIRMED,3.764170120,,,,
8564674,K02022.01,Kepler-349 b,CONFIRMED,5.929722370,,,,
8564674,K02022.02,Kepler-349 c,CONFIRMED,12.247612100,,,,
8578780,K02023.01,,CANDIDATE,13.590515470,,,,
4544907,K02024.01,Kepler-1060 b,CONFIRMED,46.877672400,,,,
4636578,K02025.01,Kepler-350 c,CONFIRMED,17.848508350,,,,
4636578,K02025.02,Kepler-350 d,CONFIRMED,26.136344300,,,,
4636578,K02025.03,Kepler-350 b,CONFIRMED,11.189570900,,,,
11923284,K02026.01,Kepler-1061 b,CONFIRMED,2.757977384,,,,
8556077,K02027.01,,FALSE POSITIVE,3.635723653,,,,
7102316,K02028.01,Kepler-351 c,CONFIRMED,57.248851800,,,,
7102316,K02028.02,Kepler-351 b,CONFIRMED,37.055172600,,,,
7102316,K02028.03,Kepler-351 d,CONFIRMED,142.545000000,,,,
9489524,K02029.01,Kepler-352 c,CONFIRMED,16.332699810,,,,
9489524,K02029.02,Kepler-352 b,CONFIRMED,10.055502670,,,,
9489524,K02029.03,,CANDIDATE,6.887311300,,,,
9489524,K02029.04,,CANDIDATE,4.788500840,,,,
8111919,K02030.01,,FALSE POSITIVE,1.664980224,,,,
5940165,K02031.01,Kepler-1062 b,CONFIRMED,9.304138780,,,,
2985767,K02032.01,Kepler-1063 b,CONFIRMED,14.079692360,,,,
2304320,K02033.01,Kepler-1064 b,CONFIRMED,16.540813860,,,,
3657758,K02034.01,Kepler-1065 b,CONFIRMED,3.609313059,,,,
